,CollegeName,TotalRegistrations,State
1243,ICFAIUNIVERSITY,1,Tripura
1456,"NATIONAL INSTITUTE OF TECHNOLOGY, AGARTALA",1,Tripura
1143,LINDSEY WILSON COLLEGE,1,US
1171,LEWIS UNIVERSITY,1,US
2104,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA, USA",1,US
233,UNIVERSITY OF NORTH TEXAS,10,US
333,ARIZONA STATE UNIVERSITY,5,US
385,UNIVERSITY OF CENTRAL MISSOURI,4,US
407,UNIVERSITY OF NEW HAVEN,4,US
429,UNIVERSITY OF BRIDGEPORT,4,US
482,ILLINOIS INSTITUTE OF TECHNOLOGY,3,US
577,UNIVERSITY OF TEXAS AT DALLAS,2,US
598,NORTHERN ILLINOIS UNIVERSITY,2,US
599,NORTHEASTERN UNIVERSITY,2,US
686,SACRED HEART UNIVERSITY,2,US
690,SAINT LOUIS UNIVERSITY,2,US
813,UNIVERSITY AT BUFFALO,2,US
845,NORTHWEST MISSOURI STATE UNIVERSITY,2,US
846,OKLAHOMA STATE UNIVERSITY,2,US
899,WICHITA STATE UNIVERSITY,1,US
1041,INDIANA UNIVERSITY BLOOMINGTON,1,US
1056,KENT STATE UNIVERSITY,1,US
1271,MARYVILLE UNIVERSITY,1,US
1304,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,US
1346,HARRISBURG UNIVERSITY,1,US
1361,MURRAY STATE UNIVERSITY,1,US
1465,NEW ENGLAND COLLEGE,1,US
1466,NEW JERSEY INSTITUTE OF TECHNOLOGY,1,US
1492,GEORGE MASON UNIVERSITY,1,US
1493,GEORGIA INSTITUTE OF TECHNOLOGY,1,US
1506,NORTH CAROLINA STATE UNIVERSITY,1,US
1509,OLD BRIDGE HIGH SCHOOL,1,US
1547,OREGON STATE UNIVERSITY,1,US
1604,PURDUE UNIVERSITY,1,US
1630,FLORIDA ATLANTIC UNIVERSITY,1,US
1632,FLORIDA INTERNATIONAL UNIVERSITY,1,US
1832,ROBERT MORRIS UNIVERSITY,1,US
1865,RUTGERS UNIVERSITY NEW BRUNSWICK,1,US
1953,CONCORDIA UNIVERSITY WISCONSIN,1,US
1954,COVENTRY UNIVERSITY,1,US
1973,CHICAGO STATE UNIVERSITY,1,US
2105,"CALIFORNIA STATE UNIVERSITY, FRESNO",1,US
2182,BRADLEY UNIVERSITY,1,US
2328,SUNY NEW PALTZ & WASHINGTON UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,US
2374,TEXAS A&M,1,US
2375,TEXAS A&M CORPUS CHRISTI,1,US
2407,TEXAS A&M UNIVERSITY,1,US
2408,TEXAS A&M UNIVERSITY-CORPUS CHRISTI,1,US
2420,UCLA,1,US
2422,UNC CHARLOTTE,1,US
2452,UNIVERSITY OF DELAWARE,1,US
2465,AURORA UNIVERSITY,1,US
2468,UNIVERSITY OF ILLINOIS SPRINGFIELD,1,US
2469,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,1,US
2471,UNIVERSITY OF MARYLAND,1,US
2472,"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",1,US
2473,UNIVERSITY OF MICHIGAN-DEARBORN,1,US
2478,UNIVERSITY OF ALABAMA AT BIRMINGHAM,1,US
2479,"UNIVERSITY OF BEDFORDSHIRE, UNITED KINGDOM",1,US
2480,UNIVERSITY OF BRIDEPORT,1,US
2482,UNIVERSITY OF CINCINNATI,1,US
2483,UNIVERSITY OF CONNECTICUT,1,US
2494,UNIVERSITY OF FINDLAY,1,US
2495,UNIVERSITY OF FLORIDA,1,US
2498,UNIVERSITY OF HOUSTON,1,US
2499,UNIVERSITY OF ILLINOIS CHICAGO,1,US
2503,UNIVERSITY OF MISSOURI,1,US
2504,UNIVERSITY OF MISSOURI KANSAS CITY,1,US
2505,UNIVERSITY OF NEWHAVEN,1,US
2506,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,1,US
2507,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,1,US
2508,"UNIVERSITY OF NORTH TEXAS,DENTON",1,US
2598,ANGLIA RUSKIN UNIVERSITY,1,US
2640,ANDERSON UNIVERSITY SOUTH CAROLINA USA,1,US
2730,VIRGINIA COMMONWEALTH UNIVERSITY,1,US
2731,VIRGINIA UNIVERSITY SCIENCE AND TECHNOLOGY,1,US
2804,WILMINGTON UNIVERSITY,1,US
2809,WUST,1,US
1028,KIET ENGINEERING COLLEGE,1,Uttar Pradesh
1070,KIET GROUP OF INSTITUTIONS COLLEGE FOR WOMEN,1,Uttar Pradesh
1122,IMS ENGINEERING COLLEGE,1,Uttar Pradesh
1300,MOTILAL NEHRU NATIONAL INSTITUTE OF INDIA ALLAHABAD,1,Uttar Pradesh
1481,"GLA UNIVERSITY , MATHURA",1,Uttar Pradesh
1505,NOIDA INTERNATIONAL UNIVERSITY,1,Uttar Pradesh
1678,RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS AGRA,1,Uttar Pradesh
1989,SHRI RAM MURTI SMARAK COLLEGE OF ENGINEERING AND TECHNOLOGY BAREILLY,1,Uttar Pradesh
169,JNTS - J N T U COLLEGE OF ENGINEERING SULTANPUR,17,Uttar Pradesh
217,BENNETT UNIVERSITY,12,Uttar Pradesh
251,GLA UNIVERSITY,9,Uttar Pradesh
336,JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY,5,Uttar Pradesh
364,GLA UNIVERSITY MATHURA,5,Uttar Pradesh
394,RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY,4,Uttar Pradesh
455,AMITY UNIVERSITY,3,Uttar Pradesh
560,"GLA UNIVERSITY, MATHURA",3,Uttar Pradesh
613,GALGOTIAS UNIVERSITY,2,Uttar Pradesh
725,MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,2,Uttar Pradesh
726,MAHARANA INSTITUTE OF PROFESSIONAL STUDIES,2,Uttar Pradesh
729,"CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY, KANPUR",2,Uttar Pradesh
774,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY ALLAHABAD,2,Uttar Pradesh
965,IP PG COLLEGE CAMPUS 2 BULANDSHAHR,1,Uttar Pradesh
1050,KANPUR INSTITUTE OF TECHNOLOGY,1,Uttar Pradesh
1061,"INDIAN INSTITUTE OF TECHNOLOGY (BHU), VARANASI",1,Uttar Pradesh
1098,IIT BHU VARANASI,1,Uttar Pradesh
1127,IIT KANPUR,1,Uttar Pradesh
1197,MAA SHAKUMBHARI UNIVERSITY SAHARANPUR,1,Uttar Pradesh
1227,MAHARANA INSTITUTE OF PROFESSIONAL,1,Uttar Pradesh
1228,MAHARANA PRATAP ENGINEERING COLLEGE,1,Uttar Pradesh
1272,MASTERJI DEGREE AND P. G COLLEGE,1,Uttar Pradesh
1294,MEERUT INSTITUTE OF TECHNOLOGY,1,Uttar Pradesh
1324,MNNIT-MOTILAL NEHRU NATIONAL INSTITUTE OF TECHNOLOGY ALLAHABAD,1,Uttar Pradesh
1332,MOTILAL NEHRU NATIONAL INSTITUTE OF TECHNOLOGY ALLAHABAD,1,Uttar Pradesh
1390,Maharishi University of information technology,1,Uttar Pradesh
1407,NAIMISA PHYSIOTHERAPY,1,Uttar Pradesh
1482,"GLA UNIVERSITY,MATHURA",1,Uttar Pradesh
1500,NITRA TECHNICAL CAMPUS,1,Uttar Pradesh
1715,"Dr.A.P.J. Abdul Kalam Technical University, Lucknow",1,Uttar Pradesh
1800,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, LUCKNOW",1,Uttar Pradesh
1826,DR BHIMRAO AMBEDKAR UNIVERSITY AGRA,1,Uttar Pradesh
1995,SCHOOL OF MANAGEMENT SCIENCES LUCKNOW,1,Uttar Pradesh
2014,SHIV NADAR INSTITUTE OF EMINENCE,1,Uttar Pradesh
2015,SHIV NADAR UNIVERSITY,1,Uttar Pradesh
2016,"SHIV NADAR UNIVERSITY, NCR",1,Uttar Pradesh
2100,Banaras Hindu University,1,Uttar Pradesh
2342,BANARAS HINDU UNIVERSITY,1,Uttar Pradesh
2361,Sanskriti school of engineering,1,Uttar Pradesh
2371,BABU BANARASI DAS UNIVERSITY,1,Uttar Pradesh
2424,UNITY DEGREE COLLEGE,1,Uttar Pradesh
2562,VEER BAHADUR SINGH PURVANCHAL UNIVERSITY,1,Uttar Pradesh
2750,ALIGARH MUSLIM UNIVERSITY,1,Uttar Pradesh
2795,ABES INSTITUTE OF TECHNOLOGY,1,Uttar Pradesh
2818,"ZAKIR HUSSAIN COLLEGE OF ENGINEERING AND TECHNOLOGY, ALIGARH MUSLIM UNIVERSITY",1,Uttar Pradesh
2450,UCD,1,Uttarakhand
2522,UTTARANCHAL UNIVERSITY,1,Uttarakhand
393,IIT ROORKEE,4,Uttarakhand
1345,HARIDWAR UNIVERSITY,1,Uttarakhand
1365,GRAPHIC ERA DEEMED TO BE UNIVERSITY,1,Uttarakhand
1366,GRAPHIC ERA HILL UNIVERSITY,1,Uttarakhand
1374,GURUKUL KANGRI UNIVERSITY,1,Uttarakhand
1453,NATIONAL INSTITUTE OF TECHNOLOGY UTTARAKHAND,1,Uttarakhand
1612,QUANTUM UNIVERSITY ROORKEE UTTARAKHAND INDIA,1,Uttarakhand
2279,BIPIN TRIPATHI KAUMO INSTITUTE OF TECHNOLOGY,1,Uttarakhand
2280,"BIRLA INSTITUTE OF APPLIED SCIENCES, BHIMTAL",1,Uttarakhand
2510,UNIVERSITY OF PETROLEUM AND ENERGY STUDIES,1,Uttarakhand
2807,WOMEN INSTITUTE OF TECHNOLOGY,1,Uttarakhand
1094,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY,SHIBPUR",1,West Bengal
2773,WELLFARE INSTITUE OF SCIENCE TECHNOLOGY AND MANAGEMENT,1,West Bengal
387,IIT KHARAGPUR,4,West Bengal
475,DR BC ROY ENGINEERING COLLEGE,3,West Bengal
480,INDIAN INSTITUTE OF TECHNOLOGY KHARAGPUR,3,West Bengal
594,NIT DURGAPUR,2,West Bengal
615,NATIONAL INSTITUTE OF TECHNOLOGY DURGAPUR,2,West Bengal
616,"NATIONAL INSTITUTE OF TECHNOLOGY , DURGAPUR",2,West Bengal
682,DR. B.C ROY ENGINEERING COLLEGE,2,West Bengal
868,ADAMAS UNIVERSITY,1,West Bengal
929,JADAVPUR UNIVERSITY,1,West Bengal
998,INSTITUTE OF ENGINEERING AND MANAGEMENT,1,West Bengal
999,"INSTITUTE OF ENGINEERING AND MANAGEMENT,KOLKATA",1,West Bengal
1092,INDIAN INSTITUE OF TECHNOLOGY KHARAGPUR,1,West Bengal
1093,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",1,West Bengal
1316,HERITAGE INSTITUTE OF TECHNOLOGY,1,West Bengal
1638,RAJ KUMAR GEOL INSTITUTE OF TECHNOLOGY,1,West Bengal
1640,QUIXY,1,West Bengal
1723,"DR. B.C ROY ENGINEERING COLLEGE, DURGAPUR",1,West Bengal
1764,"DR. B.C.ROY ENGINEERING COLLEGE, DURGAPUR",1,West Bengal
1765,DR. BC ROY ENGINEERING COLLEGE DURGAPUR WEST BENGAL,1,West Bengal
1770,DR.B.C. ROY ENGINEERING COLLEGE,1,West Bengal
1771,DR.BC.ROY ENGINEERING COLLEGE,1,West Bengal
1795,"DR. B.C. ROY ENGINEERING COLLEGE, DURGAPUR",1,West Bengal
1801,DR. B. C. ROY ENGINEERING COLLEGE,1,West Bengal
1876,D.R B.C ROY ENGINEERING COLLEGE,1,West Bengal
2298,ST. THOMAS' COLLEGE OF ENGINEERING AND TECHNOLOGY,1,West Bengal
2400,TECHNO MAIN SALTLAKE,1,West Bengal
2446,Techno International Newtown,1,West Bengal
2493,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,1,West Bengal
2676,AMITY UNIVERSITY KOLKATA,1,West Bengal
